Player Name,Instant Price,Rating,Club,Position,Nation,League,Skills,Weak Foot,Preferred Foot,Height,Weight,Revision,Defensive Workrate,Attacking Workrate,Added On,Origin,Games PS4,Games Xbox 1,Total Games,Goals Avr. PS4,Goals Avr. Xbox 1,Assists Avr. PS4,Assists Avr. Xbox 1,Yellow Avr. PS4,Yellow Avr. Xbox 1,Red Avr. PS4,Red Avr. Xbox 1,Date of Birth
Clarke,750,68,Sheffield Utd,ST,England,Football League,3 ,3 ,Right ,188,90 ,Normal,Low,Med,2016-09-21,N\A,268,461,729,0.38,0.51,0.19,0.26,0.02,0.02,0,0,10-02-1985
Petersen,1000,68,Odense Boldklub,CB,Denmark,Alka Superliga,2 ,3 ,Right ,187,80 ,Normal,High,Low,2016-09-21,N\A,109,30,139,0.01,0.03,0.04,0.03,0.05,0.07,0.02,0.07,15-01-1985
Casto,350,68,UD Almería,GK,Spain,Liga Adelante,1 ,3 ,Right ,180,75 ,Normal,Med,Med,2016-09-21,N\A,143,45,188,0.02,0,0,0,0,0,0,0,18-06-1982
Cranie,200,68,Huddersfield,CB,England,EFL Championship,2 ,3 ,Right ,183,78 ,Normal,Med,Low,2016-09-21,N\A,40,116,156,0,0.02,0,0.04,0.05,0.08,0,0.03,26-09-1986
Thomas,450,68,Port Vale,LM,England,Football League,4 ,3 ,Right ,178,73 ,Normal,Med,Med,2016-09-21,N\A,32,20,52,0.03,0.15,0.16,0.15,0.03,0,0.03,0,23-03-1983
Lewis,1200,68,Aberdeen,GK,England,Scottish Prem,1 ,3 ,Right ,198,85 ,Normal,Med,Med,2016-09-21,N\A,464,465,929,0.01,0,0,0,0.01,0,0,0,06-10-1987
Rzezniczak,1600,68,Legia Warszawa,CB,Poland,Ekstraklasa,2 ,3 ,Right ,182,82 ,Normal,Med,Low,2016-09-21,N\A,"2,516","1,539",4055,0.01,0.02,0.01,0.01,0.07,0.08,0.01,0.02,26-10-1986
Valenzuela,1600,68,Tijuana,CB,Mexico,LIGA Bancomer MX,2 ,3 ,Right ,179,74 ,Normal,Med,Low,2016-09-21,N\A,71,10,81,0,0,0,0,0.09,0,0.01,0,15-05-1984
Werner,200,68,FC Sochaux,GK,Belgium,Domino's Ligue 2,1 ,3 ,Right ,191,85 ,Normal,Med,Med,2016-09-21,N\A,121,33,154,0.01,0,0,0,0.01,0,0,0,16-04-1985
Cardozo,850,68,Querétaro,CM,Argentina,LIGA Bancomer MX,4 ,3 ,Right ,173,69 ,Normal,Med,Med,2016-09-21,N\A,322,419,741,0.12,0.12,0.15,0.19,0.05,0.04,0,0,08-08-1986
Estrada,400,68,Tigres,RB,Mexico,LIGA Bancomer MX,2 ,3 ,Right ,167,67 ,Normal,Med,Low,2016-09-21,N\A,55,37,92,0.02,0.03,0.04,0.11,0.06,0.03,0.02,0,16-10-1983
Ceccarelli,200,68,Virtus Entella,CB,Italy,Calcio B,2 ,3 ,Right ,185,77 ,Normal,High,Med,2016-09-21,N\A,46,26,72,0,0,0,0.08,0.09,0.08,0.02,0,20-03-1983
Pulzetti,200,68,La Spezia,CM,Italy,Calcio B,2 ,3 ,Right ,176,70 ,Normal,Med,Med,2016-09-21,N\A,86,74,160,0.13,0.1,0.14,0.08,0.04,0.04,0,0,13-02-1984
Ledesma,200,68,Colón,CM,Argentina,Primera División,2 ,3 ,Right ,178,79 ,Normal,Med,Med,2016-09-21,N\A,73,37,110,0.06,0.11,0.08,0.11,0.03,0.05,0,0.03,04-02-1984
Mannini,400,68,Pisa,RM,Italy,Calcio B,3 ,4 ,Right ,183,78 ,Normal,Med,High,2016-09-21,N\A,99,53,152,0.14,0.11,0.15,0.08,0.07,0.02,0,0,25-10-1983
Sonnleitner,200,68,SK Rapid Wien,CB,Austria,O. Bundesliga,2 ,3 ,Right ,182,82 ,Normal,Med,Med,2016-09-21,N\A,81,20,101,0.01,0.1,0,0,0.07,0.05,0.01,0,08-10-1986
Parensen,600,68,Union Berlin,CB,Germany,Bundesliga 2,2 ,3 ,Left ,180,79 ,Normal,Med,Med,2016-09-21,N\A,496,392,888,0.01,0.01,0.02,0.02,0.07,0.06,0.01,0.02,24-06-1986
Zverotic,450,68,FC Sion,RB,Montenegro,Raiffeisen SL,2 ,3 ,Right ,179,75 ,Normal,High,Low,2016-09-21,N\A,102,11,113,0.01,0.09,0.07,0.09,0,0,0.01,0,31-10-1986
Chen,600,68,KV Mechelen,RB,Taiwan,Pro League,2 ,3 ,Right ,175,69 ,Normal,High,High,2016-09-21,N\A,39,0,39,0,0,0.08,0,0.21,0,0,0,05-10-1983
Kvist,200,68,FC København,CM,Denmark,Alka Superliga,2 ,3 ,Right ,184,80 ,Normal,High,Med,2016-09-21,N\A,63,15,78,0.16,0.13,0.13,0.13,0.06,0.13,0,0,24-02-1985
Castro,300,68,Martin Rivero,CM,Argentina,Primera División,3 ,4 ,Right ,180,68 ,Normal,Low,Med,2016-09-21,N\A,911,288,1199,0.17,0.16,0.19,0.14,0.04,0.04,0,0.01,23-01-1984
Pavlovic,6500,68,Sampdoria,LB,Switzerland,Calcio A,2 ,3 ,Left ,183,77 ,Normal,Med,Med,2016-09-21,N\A,306,151,457,0.01,0,0.04,0.05,0.03,0.01,0,0,22-04-1988
Munari,4500,68,Cagliari,CM,Italy,Calcio A,2 ,3 ,Right ,190,84 ,Normal,Med,High,2016-09-21,N\A,429,187,616,0.12,0.06,0.15,0.1,0.05,0.03,0,0,24-06-1983
Kornilenko,800,68,Krylya Sovetov,ST,Belarus,Russian League,3 ,3 ,Left ,186,90 ,Normal,Low,Med,2016-09-21,N\A,64,27,91,0.53,0.63,0.33,0.26,0.02,0.04,0,0,14-06-1983
Robles,550,68,Atlas,CDM,Mexico,LIGA Bancomer MX,2 ,3 ,Right ,170,70 ,Normal,High,Low,2016-09-21,N\A,6,5,11,0,0,0.17,0,0,0,0,0,22-09-1986
Ward,650,68,Blackburn Rvrs,CB,England,EFL Championship,2 ,3 ,Right ,185,83 ,Normal,Med,Med,2016-09-21,N\A,31,15,46,0.03,0,0.03,0.07,0.03,0,0,0,19-01-1985
Núñez,250,68,Tijuana,RB,Mexico,LIGA Bancomer MX,2 ,4 ,Right ,166,67 ,Normal,High,Med,2016-09-21,N\A,2,17,19,0,0,0,0.06,0,0.06,0,0,18-04-1983
Ilic,4200,68,Urawa Reds,RB,Slovenia,Meiji Yasuda J1,2 ,3 ,Right ,188,80 ,Normal,Med,Med,2016-09-21,N\A,224,87,311,0.02,0.01,0.01,0.05,0.05,0.06,0,0.01,06-02-1983
Uçar,750,68,Başakşehir,RB,Turkey,Süper Lig,2 ,2 ,Right ,180,70 ,Normal,High,Low,2016-09-21,N\A,14,3,17,0,0,0,0,0,0,0,0,05-04-1987
Davies,1400,68,Ross County,CB,England,Scottish Prem,2 ,3 ,Right ,191,82 ,Normal,High,Med,2016-09-21,N\A,179,102,281,0.01,0,0.01,0.01,0.09,0.05,0.03,0.01,17-12-1984
Taylor,350,68,Bolton,LB,England,Football League,2 ,3 ,Left ,178,69 ,Normal,Med,High,2016-09-21,N\A,47,97,144,0,0.05,0,0.08,0.11,0.06,0.04,0.01,01-08-1986
Quintin,200,68,Stade Lavallois,LB,France,Domino's Ligue 2,2 ,3 ,Left ,180,76 ,Normal,Med,Med,2016-09-21,N\A,92,64,156,0.02,0.02,0.03,0.02,0.02,0.05,0.01,0,01-02-1984
Anderson,1100,68,St. Johnstone,CB,Scotland,Scottish Prem,2 ,3 ,Right ,180,72 ,Normal,High,Med,2016-09-21,N\A,31,0,31,0,0,0,0,0.13,0,0,0,19-12-1985
Rolfe,500,68,D.C. United,CF,United States,MLS,3 ,3 ,Right ,173,65 ,Normal,Med,Med,2016-09-21,N\A,52,16,68,0.27,0.25,0.08,0.31,0.04,0,0,0,17-01-1983
Parkhurst,3600,68,Columbus Crew,CB,United States,MLS,2 ,3 ,Right ,180,72 ,Normal,Med,Med,2016-09-21,N\A,233,263,496,0,0.01,0.02,0.03,0.04,0.07,0,0.01,24-01-1984
Dimitrijevic,300,68,Sydney FC,CM,Serbia,Hyundai A-League,3 ,3 ,Right ,180,73 ,Normal,Med,Med,2016-09-21,N\A,66,46,112,0.15,0.26,0.39,0.39,0.02,0.02,0.02,0.02,16-02-1984
Madera,200,68,Zagłębie Lubin,CB,Poland,Ekstraklasa,2 ,3 ,Right ,190,80 ,Normal,High,Med,2016-09-21,N\A,46,11,57,0.02,0,0,0,0.13,0.18,0.04,0,30-05-1985
Navarro,350,68,San Lorenzo,GK,Argentina,Primera División,1 ,3 ,Left ,191,87 ,Normal,Med,Med,2016-09-21,N\A,85,44,129,0.05,0,0,0,0,0,0,0,25-03-1985
Niell,300,68,G. La Plata,ST,Argentina,Primera División,3 ,3 ,Right ,162,56 ,Normal,Low,High,2016-09-21,N\A,"1,616",796,2412,0.56,0.46,0.29,0.28,0.02,0.01,0,0,22-05-1983
Prósperi,250,68,Banfield,RB,Argentina,Primera División,2 ,3 ,Right ,179,78 ,Normal,Med,Med,2016-09-21,N\A,183,28,211,0.03,0.04,0.04,0.04,0.03,0.04,0.01,0,03-06-1985
Fellah,200,68,FC Nordsjælland,RM,Norway,Alka Superliga,4 ,4 ,Left ,167,70 ,Normal,Med,Med,2016-09-21,N\A,22,17,39,0.09,0,0.23,0.06,0,0,0,0,24-05-1989
Janoszka,550,68,Zagłębie Lubin,LM,Poland,Ekstraklasa,3 ,3 ,Right ,181,79 ,Normal,Med,High,2016-09-21,N\A,37,55,92,0.03,0.02,0.08,0.04,0,0,0,0,18-03-1987
Henao,3500,68,Once Caldas,GK,Colombia,Liga Dimayor,1 ,3 ,Right ,181,79 ,Normal,Med,Med,2016-09-21,N\A,74,41,115,0,0.05,0,0,0,0,0,0,30-12-1971
Oh Jang Eun,1300,68,Suwon Bluewings,CDM,Korea Republic,K LEAGUE Classic,3 ,4 ,Right ,175,73 ,Normal,Med,Med,2016-09-21,N\A,125,122,247,0.07,0.03,0.1,0.06,0.08,0.07,0,0,24-07-1985
Park Chu Young,500,68,FC Seoul,ST,Korea Republic,K LEAGUE Classic,3 ,3 ,Right ,182,75 ,Normal,Med,High,2016-09-21,N\A,96,30,126,0.76,0.3,0.27,0.23,0,0.07,0,0,10-07-1985
Choi Hyo Jin,200,68,Jeonnam Dragons,RB,Korea Republic,K LEAGUE Classic,2 ,3 ,Right ,172,70 ,Normal,High,High,2016-09-21,N\A,20,22,42,0.05,0,0.1,0,0,0,0,0,18-08-1983
Vorobiev,500,68,FC Orenburg,CM,Russia,Russian League,2 ,4 ,Right ,176,74 ,Normal,Med,Med,2016-09-21,N\A,36,0,36,0.06,0,0.17,0,0.03,0,0,0,24-03-1984
Nordkvelle,400,68,ODD,CM,Norway,Tippeligaen,3 ,3 ,Right ,180,79 ,Normal,High,High,2016-09-21,N\A,150,31,181,0.15,0.39,0.15,0.39,0.09,0,0.01,0,13-09-1985
Araujo,1000,68,Puebla,CB,Mexico,LIGA Bancomer MX,2 ,2 ,Right ,176,78 ,Normal,Med,Med,2016-09-21,N\A,19,4,23,0,0,0,0,0.05,0.25,0,0,30-01-1988
Andrade,1000,68,Veracruz,CM,Mexico,LIGA Bancomer MX,3 ,4 ,Right ,176,79 ,Normal,Med,Med,2016-09-21,N\A,262,254,516,0.17,0.08,0.14,0.18,0.03,0.04,0,0,02-03-1988
Gorbanets,550,68,Arsenal Tula,LM,Russia,Russian League,2 ,4 ,Right ,178,75 ,Normal,Med,High,2016-09-21,N\A,21,11,32,0.19,0,0,0,0.1,0,0,0,24-08-1985
Karanovic,200,68,FC Sochaux,ST,Switzerland,Domino's Ligue 2,2 ,3 ,Right ,185,82 ,Normal,Med,High,2016-09-21,N\A,24,14,38,0.29,0.29,0.25,0.07,0,0,0,0,13-10-1987
Bangoura,450,68,Al-Raed,ST,Guinea,ALJ League,3 ,3 ,Right ,174,75 ,Normal,Low,High,2016-09-21,N\A,50,25,75,0.46,0.2,0.24,0.04,0,0,0,0,02-01-1985
Martin,450,68,Gillingham,LM,England,Football League,3 ,4 ,Right ,180,80 ,Normal,High,High,2016-09-21,N\A,20,49,69,0.05,0.08,0.1,0.16,0,0.04,0,0,09-02-1987
Pecnik,750,68,Omiya Ardija,ST,Slovenia,Meiji Yasuda J1,3 ,3 ,Right ,189,87 ,Normal,Low,High,2016-09-21,N\A,48,9,57,0.65,0.11,0.31,0.11,0.02,0,0,0,03-01-1986
O'Hara,0,68,Gillingham,CM,England,Football League,3 ,2 ,Left ,178,82 ,Normal,Med,Med,2016-09-21,N\A,224,83,307,0.16,0.13,0.17,0.21,0.03,0.04,0,0,25-09-1986
Mosquera,1200,68,Deportivo Cali,CB,Colombia,Liga Dimayor,2 ,3 ,Right ,183,85 ,Normal,High,Med,2016-09-21,N\A,49,13,62,0.04,0,0,0,0.04,0,0,0,22-06-1981
Koffi,2900,68,Ettifaq FC,CB,Burkina Faso,ALJ League,2 ,2 ,Right ,172,74 ,Normal,High,Med,2016-09-21,N\A,394,181,575,0,0.04,0,0.02,0.04,0.05,0.01,0.01,30-12-1986
Little,350,68,Bristol City,RB,England,EFL Championship,2 ,3 ,Right ,185,78 ,Normal,Med,High,2016-09-21,N\A,260,754,1014,0.03,0.01,0.05,0.04,0.05,0.04,0.01,0.01,20-08-1988
Maah,500,68,GFC Ajaccio,ST,France,Domino's Ligue 2,3 ,4 ,Right ,178,74 ,Normal,Low,High,2016-09-21,N\A,585,346,931,0.6,0.71,0.4,0.36,0.01,0.01,0,0,25-03-1985
Piovaccari,200,68,Córdoba CF,ST,Italy,Liga Adelante,2 ,3 ,Right ,181,77 ,Normal,High,High,2016-09-21,N\A,26,42,68,0.27,0.48,0.08,0.33,0,0,0,0,01-09-1984
MacDonald,750,68,Kilmarnock,GK,Scotland,Scottish Prem,1 ,2 ,Right ,185,79 ,Normal,Med,Med,2016-09-21,N\A,9,14,23,0,0,0,0,0,0,0,0,17-04-1986
Nagore,450,68,SD Huesca,RB,Spain,Liga Adelante,2 ,3 ,Right ,182,72 ,Normal,Med,High,2016-09-21,N\A,192,37,229,0.05,0.11,0.02,0.05,0.01,0.05,0,0,27-12-1980
Forde,300,68,Portsmouth,GK,Republic of Ireland,Football League 2,1 ,3 ,Right ,188,90 ,Normal,Med,Med,2016-09-21,N\A,74,117,191,0.03,0,0,0,0,0,0,0,20-12-1979
Alfaro,200,68,Córdoba CF,RM,Spain,Liga Adelante,3 ,3 ,Right ,175,73 ,Normal,Med,Med,2016-09-21,N\A,23,19,42,0.13,0.05,0.09,0.05,0.04,0.05,0,0,23-11-1986
Enevoldsen,200,68,Aalborg BK,ST,Denmark,Alka Superliga,3 ,5 ,Right ,181,74 ,Normal,Med,Med,2016-09-21,N\A,58,15,73,0.48,0.4,0.29,0.27,0.02,0,0,0,27-07-1987
Romeu,350,68,Paços Ferreira,CDM,Portugal,LIGA NOS,2 ,3 ,Left ,185,72 ,Normal,Med,Med,2016-09-21,N\A,33,32,65,0.12,0.06,0.21,0.06,0.12,0.09,0.06,0,17-02-1986
Upson,1600,68,MK Dons,LM,England,Football League,2 ,3 ,Right ,178,73 ,Normal,High,High,2016-09-21,N\A,79,35,114,0.09,0.06,0.14,0.2,0.05,0,0,0,21-11-1989
Craig,2500,68,St. Johnstone,CM,Scotland,Scottish Prem,3 ,3 ,Left ,183,82 ,Normal,Med,Med,2016-09-21,N\A,32,36,68,0.09,0.14,0.09,0.11,0.06,0,0,0,27-12-1986
Lejeune,3700,68,FC Metz,LM,France,Ligue 1,2 ,2 ,Left ,181,81 ,Normal,Low,High,2016-09-21,N\A,49,63,112,0.1,0.1,0.08,0.19,0.02,0.06,0,0,22-01-1985
Mikkelsen,200,68,FC Nordsjælland,LW,Denmark,Alka Superliga,3 ,4 ,Right ,178,73 ,Normal,Med,Med,2016-09-21,N\A,43,10,53,0.33,0.2,0.19,0.4,0,0,0,0,18-09-1986
Moulin,2500,68,Saint-Etienne,GK,France,Ligue 1,1 ,2 ,Right ,184,80 ,Normal,Med,Med,2016-09-21,N\A,214,87,301,0,0.02,0,0.01,0.01,0.05,0.01,0,13-01-1986
Edgar,2200,68,Whitecaps FC,CB,Canada,MLS,2 ,3 ,Right ,193,86 ,Normal,High,Med,2016-09-21,N\A,345,125,470,0.01,0.01,0.02,0.03,0.08,0.09,0.02,0.02,19-05-1987
José Semedo,200,68,Sheffield Wed,CDM,Portugal,EFL Championship,2 ,3 ,Right ,181,80 ,Normal,Med,Med,2016-09-21,N\A,56,18,74,0.04,0.11,0.04,0.06,0.02,0.06,0,0,11-01-1985
Huseklepp,2500,68,SK Brann,LW,Norway,Tippeligaen,3 ,3 ,Right ,186,75 ,Normal,Med,High,2016-09-21,N\A,80,12,92,0.39,0.42,0.26,0.33,0,0,0,0,05-09-1984
Borda,200,68,WS Wanderers,CB,Spain,Hyundai A-League,2 ,3 ,Right ,189,77 ,Normal,Med,Med,2016-09-21,N\A,11,23,34,0,0,0,0,0,0,0,0,03-01-1985
Lines,350,68,Bristol Rovers,CM,England,Football League,3 ,3 ,Right ,188,79 ,Normal,Med,Med,2016-09-21,N\A,101,83,184,0.09,0.12,0.14,0.11,0.01,0,0,0,30-11-1985
Viola,550,68,Novara,CM,Italy,Calcio B,3 ,3 ,Left ,180,76 ,Normal,Med,Med,2016-09-21,N\A,60,17,77,0.08,0.18,0.17,0.41,0.02,0.06,0,0,12-10-1989
Lienhart,200,68,SCR Altach,RB,Austria,O. Bundesliga,2 ,3 ,Right ,183,78 ,Normal,Med,Med,2016-09-21,N\A,27,18,45,0,0.11,0.11,0.06,0,0,0,0,28-01-1986
Mrdja,450,68,Omiya Ardija,ST,Serbia,Meiji Yasuda J1,2 ,4 ,Right ,187,79 ,Normal,Low,High,2016-09-21,N\A,16,5,21,0.19,0.2,0.13,0,0,0,0,0,23-01-1984
Amos,200,68,Cardiff City,GK,England,EFL Championship,1 ,2 ,Right ,193,76 ,Normal,Med,Med,2016-09-21,N\A,77,159,236,0,0,0.01,0.01,0.01,0.01,0,0,10-04-1990
McGowan,1000,68,Dundee FC,CAM,Scotland,Scottish Prem,3 ,3 ,Right ,170,65 ,Normal,Med,Med,2016-09-21,N\A,24,1,25,0.08,0,0.25,0,0.04,0,0,0,07-10-1987
Reynolds,3200,68,Aberdeen,CB,Scotland,Scottish Prem,2 ,3 ,Left ,180,68 ,Normal,High,Med,2016-09-21,N\A,91,71,162,0,0,0.01,0.01,0.08,0.06,0,0.01,07-05-1987
Bostwick,2000,68,Peterborough,CB,England,Football League,2 ,3 ,Right ,193,89 ,Normal,Med,Med,2016-09-21,N\A,80,130,210,0.03,0.06,0.01,0.02,0.09,0.15,0.03,0.02,17-05-1988
Baldock,200,68,Brighton,ST,England,EFL Championship,3 ,3 ,Right ,170,67 ,Normal,Med,High,2016-09-21,N\A,91,77,168,0.64,0.94,0.39,0.44,0.01,0.03,0,0.03,15-03-1989
Olmo,200,68,CF Reus Deportiu,CB,Spain,Liga Adelante,2 ,3 ,Left ,178,82 ,Normal,Low,High,2016-09-21,N\A,41,21,62,0.05,0.05,0.02,0,0.15,0,0.02,0,24-01-1985
Gómez,1600,68,Deportes Tolima,CDM,Panama,Liga Dimayor,3 ,3 ,Right ,183,82 ,Normal,Med,Med,2016-09-21,N\A,44,6,50,0.11,0,0.16,0,0.02,0,0,0,29-05-1984
Torres,2500,68,FC Lausanne-Sport,ST,Panama,Raiffeisen SL,3 ,3 ,Right ,180,75 ,Normal,Low,High,2016-09-21,N\A,21,16,37,0.43,0.19,0.05,0.31,0,0,0,0,31-10-1988
Goodwillie,1500,68,Plymouth Argyle,ST,Scotland,Football League 2,4 ,3 ,Right ,175,72 ,Normal,Med,High,2016-09-21,N\A,450,808,1258,0.63,0.54,0.4,0.27,0.02,0.03,0,0,28-03-1989
Flo,200,68,Molde FK,LB,Norway,Tippeligaen,2 ,3 ,Left ,184,79 ,Normal,Med,High,2016-09-21,N\A,0,4,4,0,0,0,0.25,0,0,0,0.25,18-01-1989
Bornstein,500,68,Querétaro,LB,United States,LIGA Bancomer MX,2 ,3 ,Left ,175,73 ,Normal,High,Low,2016-09-21,N\A,13,15,28,0,0,0,0,0.15,0.13,0.08,0,07-11-1984
Wilk,200,68,Real Zaragoza,CDM,Poland,Liga Adelante,3 ,4 ,Right ,182,76 ,Normal,High,Med,2016-09-21,N\A,44,23,67,0.07,0.13,0.02,0.17,0.07,0.13,0,0.04,12-02-1986
Wynne,1700,68,SJ Earthquakes,RB,United States,MLS,2 ,2 ,Right ,175,82 ,Normal,High,Med,2016-09-21,N\A,"42,733","29,237",71970,0.02,0.02,0.04,0.04,0.04,0.04,0.01,0.01,08-05-1986
Mousinho,200,68,Burton Albion,CB,England,EFL Championship,2 ,3 ,Right ,185,79 ,Normal,Med,Med,2016-09-21,N\A,54,61,115,0.02,0.02,0.06,0.02,0.11,0.1,0.02,0,30-04-1986
Kim Chang Soo,400,68,Jeonbuk FC,RWB,Korea Republic,K LEAGUE Classic,2 ,3 ,Right ,178,69 ,Normal,Med,High,2016-09-21,N\A,36,21,57,0.03,0.29,0.03,0.38,0.11,0,0,0,12-09-1985
Lee Keun Ho,200,68,Jeju United FC,ST,Korea Republic,K LEAGUE Classic,3 ,4 ,Left ,176,76 ,Normal,Med,High,2016-09-21,N\A,23,49,72,0.35,0.31,0.48,0.2,0,0.02,0,0,11-04-1985
Chará,200,68,Águilas Doradas,CDM,Colombia,Liga Dimayor,2 ,3 ,Right ,170,70 ,Normal,Med,Med,2016-09-21,N\A,15,0,15,0,0,0.2,0,0.07,0,0,0,06-01-1981
Marin,200,68,Nîmes Olympique,CB,France,Domino's Ligue 2,2 ,3 ,Right ,187,78 ,Normal,Med,Med,2016-09-21,N\A,31,22,53,0,0,0,0,0,0.05,0,0.05,21-09-1989
Sutter,450,68,BSC Young Boys,RB,Switzerland,Raiffeisen SL,2 ,3 ,Right ,180,81 ,Normal,Med,Med,2016-09-21,N\A,169,172,341,0.03,0.02,0.03,0.02,0.04,0.05,0.01,0,13-05-1986
González,4900,68,Tigre,ST,Argentina,Primera División,3 ,3 ,Right ,178,79 ,Normal,Low,High,2016-09-21,N\A,30,52,82,0.57,0.54,0.4,0.33,0.03,0.08,0,0,01-06-1987
Meza,500,68,Necaxa,RB,Mexico,LIGA Bancomer MX,2 ,3 ,Right ,178,72 ,Normal,High,Med,2016-09-21,N\A,23,13,36,0.04,0,0,0,0.04,0,0,0,09-07-1986
Strauß,200,68,Heidenheim,RB,Germany,Bundesliga 2,2 ,3 ,Right ,175,70 ,Normal,Med,Med,2016-09-21,N\A,71,68,139,0,0,0.01,0.04,0.04,0.03,0,0.02,07-10-1986
Roberts,1500,68,Portsmouth,CAM,England,Football League 2,4 ,3 ,Left ,178,74 ,Normal,Low,Med,2016-09-21,N\A,177,257,434,0.28,0.28,0.37,0.4,0.03,0.03,0.01,0,18-03-1984
Zavala,2000,68,Monterrey,CDM,Mexico,LIGA Bancomer MX,2 ,3 ,Right ,190,88 ,Normal,High,Med,2016-09-21,N\A,2,5,7,0,0,0,0,0,0,0,0,21-07-1987
Gamboa,700,68,Toluca,CB,Mexico,LIGA Bancomer MX,2 ,4 ,Right ,179,72 ,Normal,Med,Med,2016-09-21,N\A,46,5,51,0.02,0,0,0,0,0,0,0,20-07-1985
Zappino,250,68,Frosinone,GK,Brazil,Calcio B,1 ,2 ,Right ,188,83 ,Normal,Med,Med,2016-09-21,N\A,67,53,120,0.02,0,0,0.02,0,0,0,0,12-06-1981
Louvion,200,68,Tours FC,CB,France,Domino's Ligue 2,2 ,3 ,Right ,185,80 ,Normal,Med,Med,2016-09-21,N\A,58,22,80,0.03,0,0,0,0.07,0,0,0.05,24-07-1987
Bülow,200,68,1860 Munich,CB,Germany,Bundesliga 2,2 ,3 ,Right ,188,81 ,Normal,Med,Med,2016-09-21,N\A,75,52,127,0.01,0.02,0,0.02,0.04,0.1,0.03,0,31-05-1986
Paredes,400,68,Jaguares de Chiapas,LB,Mexico,LIGA Bancomer MX,2 ,3 ,Left ,163,66 ,Normal,Med,High,2016-09-21,N\A,33,22,55,0.03,0,0,0,0.06,0,0,0.05,09-09-1985
Broz,200,68,Legia Warszawa,RB,Poland,Ekstraklasa,2 ,3 ,Right ,177,74 ,Normal,Med,Med,2016-09-21,N\A,118,181,299,0.03,0.01,0.04,0.04,0.09,0.05,0,0.01,17-12-1985
Tansey,1600,68,Inverness CT,CDM,England,Scottish Prem,3 ,4 ,Right ,185,86 ,Normal,Med,Med,2016-09-21,N\A,159,150,309,0.11,0.15,0.14,0.17,0.03,0.03,0.01,0,21-11-1988
Paponi,1000,68,Latina,ST,Italy,Calcio B,3 ,2 ,Right ,182,72 ,Normal,Med,Med,2016-09-21,N\A,14,20,34,0.29,1,0.14,0.25,0,0,0,0,16-04-1988
Karabulut,1000,68,Gençlerbirliği,LM,Turkey,Süper Lig,4 ,3 ,Left ,178,70 ,Normal,Low,Med,2016-09-21,N\A,12,0,12,0.08,0,0.08,0,0,0,0,0,25-01-1988
Jendrišek,200,68,Cracovia,ST,Slovakia,Ekstraklasa,3 ,3 ,Left ,176,74 ,Normal,Med,Med,2016-09-21,N\A,42,30,72,0.33,0.23,0.12,0.13,0,0,0,0,26-10-1986
Kaká,850,68,Tondela,CB,Brazil,LIGA NOS,2 ,3 ,Right ,187,78 ,Normal,Med,Med,2016-09-21,N\A,80,69,149,0,0.03,0,0.03,0.13,0.07,0,0.04,16-05-1981
Uslu,1100,68,Konyaspor,LB,Turkey,Süper Lig,2 ,2 ,Left ,176,67 ,Normal,Med,High,2016-09-21,N\A,119,51,170,0,0,0.03,0.04,0.03,0.1,0,0,25-02-1988
Pelagotti,450,68,Empoli,GK,Italy,Calcio A,1 ,2 ,Right ,186,81 ,Normal,Med,Med,2016-09-21,N\A,24,73,97,0.04,0.01,0.04,0.01,0,0,0,0,09-03-1989
Vitale,300,68,Salernitana,LB,Italy,Calcio B,3 ,2 ,Left ,178,71 ,Normal,Med,Med,2016-09-21,N\A,292,166,458,0.02,0.02,0.06,0.02,0.06,0.07,0.01,0.01,05-10-1987
Cocco,950,68,Frosinone,ST,Italy,Calcio B,3 ,3 ,Right ,182,75 ,Normal,Low,Med,2016-09-21,N\A,30,12,42,0.3,0.17,0.2,0.08,0.17,0.08,0.03,0,08-04-1986
Piccolo,200,68,La Spezia,RW,Italy,Calcio B,3 ,3 ,Left ,180,68 ,Normal,Med,High,2016-09-21,N\A,67,16,83,0.06,0.06,0.21,0.06,0.03,0,0,0,07-04-1988
Urribarri,200,68,Tigre,LB,Argentina,Primera División,2 ,2 ,Left ,168,65 ,Normal,Med,Med,2016-09-21,N\A,215,38,253,0.02,0,0.03,0.05,0.05,0.05,0.01,0,06-11-1986
Jamieson,200,68,IFK Göteborg,LB,Australia,Allsvenskan,2 ,3 ,Left ,177,71 ,Normal,Med,Med,2016-09-21,N\A,12,15,27,0,0,0.08,0.07,0,0.13,0,0,13-10-1988
Juelsgård,200,68,Aarhus GF,CB,Denmark,Alka Superliga,2 ,2 ,Left ,180,82 ,Normal,Med,Med,2016-09-21,N\A,77,10,87,0,0.1,0,0,0.12,0,0.01,0,26-01-1989
Rowe,600,68,Doncaster,LM,England,Football League 2,3 ,3 ,Left ,180,81 ,Normal,Med,Med,2016-09-21,N\A,162,172,334,0.06,0.09,0.18,0.1,0.06,0.01,0.01,0,24-09-1988
Seitz,1400,68,FC Dallas,GK,United States,MLS,1 ,3 ,Right ,191,107 ,Normal,Med,Med,2016-09-21,N\A,125,79,204,0,0.01,0.01,0.01,0,0,0,0,12-03-1987
Perkins,200,68,Wigan Athletic,CM,England,EFL Championship,3 ,3 ,Left ,168,76 ,Normal,High,High,2016-09-21,N\A,121,68,189,0.12,0.18,0.15,0.28,0.04,0.03,0,0,21-06-1982
